1,34,2334
2,33,3433
3,53,2324
4,59,2232
5,68,4444
6,78,4522
7,87,4600
8,97,4678
9,16,4756
10,16,4834
11,23,4912
12,34,4990
13,33,5068
14,53,5146
15,34,5224
16,33,5302
17,53,5380
18,59,5458
19,68,5536
20,78,5614
21,87,5692
22,97,5770
23,16,5848
24,16,5926
25,23,6004
26,34,6082
27,33,6160
28,53,6238
29,34,6316
30,33,6394
31,53,6472
32,59,6550
33,68,6628
34,78,6706
35,87,6784
36,97,6862
37,16,6940
38,16,7018
39,23,7096
40,34,7174
41,33,7252
42,53,7330
43,34,7408
44,33,7486
45,53,7564
46,59,7642
47,68,7720
48,78,7798
49,87,7876
50,97,7954
51,16,8032
52,16,8110
53,23,8188
54,34,8266
55,33,8344
56,53,8422
57,34,8500
58,33,8578
59,53,8656
60,59,8734
61,68,8812
62,78,8890
63,87,8968
64,97,9046
65,16,9124
66,16,9202
67,23,9280
68,34,9358
69,33,9436
70,53,9514
71,34,9592
72,33,9670
73,53,9748
74,59,9826
75,68,9904
76,78,9982
77,87,10060
78,97,10138
79,16,10216
80,16,10294
81,23,10372
82,34,10450
83,33,10528
84,53,10606
85,34,10684
86,33,10762
87,53,10840
88,59,10918
89,68,10996
90,78,11074
91,87,11152
92,97,11230
93,16,11308
94,16,11386
95,23,11464
96,34,11542
97,33,11620
98,53,11698
99,34,11776
100,33,11854
101,53,11932
102,59,12010
103,68,12088
104,78,12166
105,87,12244
106,97,12322
107,16,12400
108,16,12478
109,23,12556
110,34,12634
111,33,12712
112,53,12790
113,97,12868
114,16,12946
115,16,13024
116,23,13102
117,34,13180
118,33,13258
119,97,13336
120,16,13414
121,16,13492
122,23,13570
123,34,13648
124,33,13726
125,33,13804
126,78,13882
127,87,13960
128,97,14038
129,16,14116
130,16,14194
131,23,14272
132,34,14350
133,33,14428
134,53,14506
135,34,14584
136,33,14662
137,53,14740
138,59,14818
139,68,14896
140,78,14974
141,87,15052
142,97,15130
143,16,15208
144,16,15286
145,23,15364
146,34,15442
147,33,15520
148,53,15598
149,34,15676
150,33,15754
151,53,15832
152,59,15910
153,68,15988
154,78,16066
155,87,16144
156,97,16222
157,16,16300
158,16,16378
159,23,16456
160,34,16534
161,33,16612
162,53,16690
163,34,16768
164,33,16846
165,53,16924
166,59,17002
167,68,17080
168,78,17158
169,87,17236
170,97,17314
171,16,17392
172,16,17470
173,23,17548
174,34,17626
175,33,17704
176,53,17782
177,97,17860
178,16,17938
179,16,18016
180,23,18094
181,34,18172
182,33,18250
183,97,18328
184,16,18406
185,16,18484
186,23,18562
187,34,18640
188,33,18718
189,33,18796
190,78,18874
191,87,18952
192,97,19030
193,16,19108
194,16,19186
195,23,19264
196,34,19342
197,33,19420
198,53,19498
199,34,19576
200,33,19654
201,53,19732
202,59,19810
203,68,19888
204,78,19966
205,87,20044
206,97,20122
207,16,20200
208,16,20278
209,23,20356
210,34,20434
211,33,20512
212,53,20590
213,34,20668
214,33,20746
215,53,20824
216,59,20902
217,68,20980
218,78,21058
219,87,21136
220,97,21214
221,16,21292
222,16,21370
223,23,21448
224,34,21526
225,33,21604
226,53,21682
227,34,21760
228,33,21838
229,53,21916
230,59,21994
231,68,22072
232,78,22150
233,87,22228
234,97,22306
235,16,22384
236,16,22462
237,23,22540
238,34,22618
239,33,22696
240,53,22774
241,97,22852
242,16,22930
243,16,23008
244,23,23086
245,34,23164
246,33,23242
247,97,23320
248,16,23398
249,16,23476
250,23,23554
